"","ensembl_gene_id","p_val","avg_logFC","pct.1(treatment)","pct.2(control)","p_val_adj","mgi_symbol","description"
"364","ENSMUSG00000021972",0.000118245618824267,379.584838396971,0.114,0.9,0.236491237648535,"Hmbox1","homeobox containing 1 [Source:MGI Symbol;Acc:MGI:2445066]"
"365","ENSMUSG00000021973",0.00016607196575221,254.560693287502,0.273,1,0.332143931504419,"Micu2","mitochondrial calcium uptake 2 [Source:MGI Symbol;Acc:MGI:1915764]"
"366","ENSMUSG00000021981",1.35483105756072e-08,79.3688477585942,0.091,1,2.70966211512144e-05,"Cab39l","calcium binding protein 39-like [Source:MGI Symbol;Acc:MGI:1914081]"
"367","ENSMUSG00000021998",8.69987892270899e-10,-7.0529143880712,0.068,1,1.7399757845418e-06,"Lcp1","lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808]"
"368","ENSMUSG00000022010",0.125971300791605,281.460753551989,0.773,1,1,"Tsc22d1","TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]"
"369","ENSMUSG00000022013",8.131764784978e-09,590.111976555552,0.091,1,1.6263529569956e-05,"Dnajc15","DnaJ heat shock protein family (Hsp40) member C15 [Source:MGI Symbol;Acc:MGI:1913398]"
"370","ENSMUSG00000022019",0.111052526073717,Inf,0.114,0.7,1,"Tdrd3","tudor domain containing 3 [Source:MGI Symbol;Acc:MGI:2444023]"
"371","ENSMUSG00000022031",9.76212258558842e-07,646.934646314631,0.136,1,0.00195242451711768,"Elp3","elongator acetyltransferase complex subunit 3 [Source:MGI Symbol;Acc:MGI:1921445]"
"372","ENSMUSG00000022033",0.101234089687015,163.463720312266,0.273,0.8,1,"Pbk","PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156]"
"373","ENSMUSG00000022034",0.00649652265919342,-57.8366279214378,0.114,0.8,1,"Esco2","establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919238]"
"374","ENSMUSG00000022035",7.66673266092585e-06,-52.7646536625895,0.159,1,0.0153334653218517,"Ccdc25","coiled-coil domain containing 25 [Source:MGI Symbol;Acc:MGI:1914429]"
"375","ENSMUSG00000022037",0.0267696780182222,Inf,0.523,1,1,"Clu","clusterin [Source:MGI Symbol;Acc:MGI:88423]"
"376","ENSMUSG00000022054",3.32670256424462e-05,1.53007656035516,0.159,0.9,0.0665340512848925,"Nefm","neurofilament, medium polypeptide [Source:MGI Symbol;Acc:MGI:97314]"
"377","ENSMUSG00000022055",4.10194820195981e-07,11.296549145959,0.045,0.9,0.000820389640391962,"Nefl","neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]"
"378","ENSMUSG00000022064",1.48221778677541e-06,-73.1404789126178,0.136,1,0.00296443557355081,"Pibf1","progesterone immunomodulatory binding factor 1 [Source:MGI Symbol;Acc:MGI:1261910]"
"379","ENSMUSG00000022098",9.3781601627787e-05,303.979734457822,0.114,0.2,0.187563203255574,"Bmp1","bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176]"
"380","ENSMUSG00000022112",7.37000587048018e-05,Inf,0.068,0.2,0.147400117409604,"Gpc5","glypican 5 [Source:MGI Symbol;Acc:MGI:1194894]"
"381","ENSMUSG00000022125",0.00596296808986763,-70.7163701520817,0.114,0.3,1,"Cln5","ceroid-lipofuscinosis, neuronal 5 [Source:MGI Symbol;Acc:MGI:2442253]"
"382","ENSMUSG00000022136",0.0897930991217839,146.890936501877,0.136,0.7,1,"Dnajc3","DnaJ heat shock protein family (Hsp40) member C3 [Source:MGI Symbol;Acc:MGI:107373]"
"383","ENSMUSG00000022150",1.21745995955147e-06,518.42134187592,0.159,1,0.00243491991910295,"Dab2","disabled 2, mitogen-responsive phosphoprotein [Source:MGI Symbol;Acc:MGI:109175]"
"384","ENSMUSG00000022151",0.0056189637748069,179.23700064317,0.045,0.3,1,"Ttc33","tetratricopeptide repeat domain 33 [Source:MGI Symbol;Acc:MGI:1914765]"
"385","ENSMUSG00000022175",8.00054604872751e-06,78.3787895367933,0.091,0.9,0.016001092097455,"Lrp10","low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480]"
"386","ENSMUSG00000022186",0.0302083017123042,Inf,0.477,1,1,"Oxct1","3-oxoacid CoA transferase 1 [Source:MGI Symbol;Acc:MGI:1914291]"
"387","ENSMUSG00000022201",0.00952990674250477,354.421810935485,0.432,1,1,"Zfr","zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890]"
"388","ENSMUSG00000022212",2.01107159297203e-09,112.094501023959,0.091,1,4.02214318594406e-06,"Cpne6","copine VI [Source:MGI Symbol;Acc:MGI:1334445]"
"389","ENSMUSG00000022231",2.04299042743629e-05,175.606117973529,0.182,1,0.0408598085487259,"Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]"
"390","ENSMUSG00000022262",1.82247654195308e-07,415.283393336797,0.091,1,0.000364495308390616,"Dnah5","dynein, axonemal, heavy chain 5 [Source:MGI Symbol;Acc:MGI:107718]"
"391","ENSMUSG00000022295",1.8313895156866e-07,154.650160581048,0.182,1,0.000366277903137321,"Atp6v1c1","ATPase, H+ transporting, lysosomal V1 subunit C1 [Source:MGI Symbol;Acc:MGI:1913585]"
"392","ENSMUSG00000022311",4.60644669856607e-07,91.2283715055983,0.159,1,0.000921289339713213,"Csmd3","CUB and Sushi multiple domains 3 [Source:MGI Symbol;Acc:MGI:2386403]"
"393","ENSMUSG00000022313",4.63261805899168e-06,-67.633623980683,0.091,0.9,0.00926523611798336,"Utp23","UTP23 small subunit processome component [Source:MGI Symbol;Acc:MGI:1925831]"
"394","ENSMUSG00000022340",1.61729157055372e-05,228.849831262086,0.159,1,0.0323458314110744,"Sybu","syntabulin (syntaxin-interacting) [Source:MGI Symbol;Acc:MGI:2442392]"
"395","ENSMUSG00000022354",0.267661096041726,Inf,0.545,0.6,1,"Ndufb9","NADH:ubiquinone oxidoreductase subunit B9 [Source:MGI Symbol;Acc:MGI:1913468]"
"396","ENSMUSG00000022360",0.000366864585909143,68.4262955205117,0.205,0.9,0.733729171818286,"Atad2","ATPase family, AAA domain containing 2 [Source:MGI Symbol;Acc:MGI:1917722]"
"397","ENSMUSG00000022371",7.01563511623162e-10,355.694993003679,0.045,1,1.40312702324633e-06,"Col14a1","collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]"
"398","ENSMUSG00000022386",3.91115247111027e-10,100.303332470939,0.045,1,7.82230494222055e-07,"Trmu","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:MGI Symbol;Acc:MGI:1919276]"
"399","ENSMUSG00000022391",0.00320165368843552,Inf,0.318,1,1,"Rangap1","RAN GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:103071]"
"400","ENSMUSG00000022420",0.636133464129845,200.737345277935,0.159,0.6,1,"Dnal4","dynein, axonemal, light chain 4 [Source:MGI Symbol;Acc:MGI:1859217]"
"401","ENSMUSG00000022421",0.000185640982168598,29.0980148653697,0.136,0.9,0.371281964337195,"Nptxr","neuronal pentraxin receptor [Source:MGI Symbol;Acc:MGI:1920590]"
"402","ENSMUSG00000022425",0.0183823122293276,218.762308849212,0.432,1,1,"Enpp2","ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]"
"403","ENSMUSG00000022440",2.16254109293756e-10,7.00894938552276,0.045,1,4.32508218587512e-07,"C1qtnf6","C1q and tumor necrosis factor related protein 6 [Source:MGI Symbol;Acc:MGI:1919959]"
"404","ENSMUSG00000022442",6.5864379942409e-05,640.840796083998,0.114,0.2,0.131728759884818,"Ttll1","tubulin tyrosine ligase-like 1 [Source:MGI Symbol;Acc:MGI:2443047]"
"405","ENSMUSG00000022462",0.411303854715479,Inf,0.659,1,1,"Slc38a2","solute carrier family 38, member 2 [Source:MGI Symbol;Acc:MGI:1915010]"
"406","ENSMUSG00000022471",0.155801311989126,10.6537617314708,0.159,0.7,1,"Xrcc6","X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:MGI Symbol;Acc:MGI:95606]"
"407","ENSMUSG00000022515",1.99491069402858e-07,194.284235634079,0.136,1,0.000398982138805716,"Anks3","ankyrin repeat and sterile alpha motif domain containing 3 [Source:MGI Symbol;Acc:MGI:1919865]"
"408","ENSMUSG00000022528",0.398607429123706,Inf,0.659,1,1,"Hes1","hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]"
"409","ENSMUSG00000022533",1.11244576004918e-06,63.4027480848724,0.182,0.1,0.00222489152009836,"Atp13a3","ATPase type 13A3 [Source:MGI Symbol;Acc:MGI:2685387]"
"410","ENSMUSG00000022548",1.3319771052705e-07,194.649345942695,0.091,1,0.0002663954210541,"Apod","apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]"
"411","ENSMUSG00000022550",3.86190137484849e-05,16.4495731354211,0.045,0.2,0.0772380274969698,"Adck5","aarF domain containing kinase 5 [Source:MGI Symbol;Acc:MGI:2679274]"
"412","ENSMUSG00000022553",0.0144516228897781,401.555745473784,0.25,0.9,1,"Maf1","MAF1 homolog, negative regulator of RNA polymerase III [Source:MGI Symbol;Acc:MGI:1916127]"
"413","ENSMUSG00000022554",0.00403226110274653,226.717398666929,0.091,0.3,1,"Hgh1","HGH1 homolog [Source:MGI Symbol;Acc:MGI:1930628]"
"414","ENSMUSG00000022558",1.45338004894043e-06,Inf,0.182,1,0.00290676009788086,"Mroh1","maestro heat-like repeat family member 1 [Source:MGI Symbol;Acc:MGI:2442558]"
"415","ENSMUSG00000022560",0.675171408417913,272.256273870865,0.091,0.5,1,"Slc52a2","solute carrier protein 52, member 2 [Source:MGI Symbol;Acc:MGI:1289288]"
"416","ENSMUSG00000022574",1.14376899593584e-08,188.628192776095,0.091,1,2.28753799187169e-05,"Naprt","nicotinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2442664]"
"417","ENSMUSG00000022636",0.0318189807087769,Inf,0.432,1,1,"Alcam","activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266]"
"418","ENSMUSG00000022665",0.189791761769992,89.9280099304457,0.159,0.7,1,"Ccdc80","coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146]"
"419","ENSMUSG00000022676",7.68226216297153e-09,58.2940917977252,0.068,1,1.53645243259431e-05,"Snai2","snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]"
"420","ENSMUSG00000022677",0.000715371010823867,201.834389989774,0.25,1,1,"Fopnl","Fgfr1op N-terminal like [Source:MGI Symbol;Acc:MGI:1913336]"
"421","ENSMUSG00000022678",0.577951372799432,54.0430481008556,0.295,0.7,1,"Nde1","nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]"
"422","ENSMUSG00000022682",1.0365340907686e-05,57.5440835108908,0.068,0.9,0.0207306818153721,"Rrn3","RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255]"
"423","ENSMUSG00000022708",0.831939119634628,Inf,0.773,0.6,1,"Zbtb20","zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]"
"424","ENSMUSG00000022747",1.18812070397312e-07,Inf,0.182,1,0.000237624140794624,"St3gal6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]"
"425","ENSMUSG00000022748",1.65953461756761e-06,-15.144916184035,0.182,1,0.00331906923513523,"Cmss1","cms small ribosomal subunit 1 [Source:MGI Symbol;Acc:MGI:1913747]"
"426","ENSMUSG00000022750",8.48105537510844e-07,253.797053579488,0.136,0.1,0.00169621107502169,"Klhl22","kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995]"
"427","ENSMUSG00000022762",0.000450479941649412,-110.975965818834,0.227,0.2,0.900959883298824,"Ncam2","neural cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97282]"
"428","ENSMUSG00000022787",5.44747835355958e-13,-4.29123428312721,0,1,1.08949567071192e-09,"Wdr53","WD repeat domain 53 [Source:MGI Symbol;Acc:MGI:1916230]"
"429","ENSMUSG00000022788",0.0122065772310294,Inf,0.886,1,1,"Fgd4","FYVE, RhoGEF and PH domain containing 4 [Source:MGI Symbol;Acc:MGI:2183747]"
"430","ENSMUSG00000022797",0.00256546078341376,70.9513903399419,0.341,0.9,1,"Tfrc","transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]"
"431","ENSMUSG00000022805",1.2905511220158e-06,205.826070443219,0.136,1,0.00258110224403159,"Maats1","MYCBP-associated, testis expressed 1 [Source:MGI Symbol;Acc:MGI:2443598]"
"432","ENSMUSG00000022812",0.140442817655018,138.097001114003,0.545,1,1,"Gsk3b","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]"
"433","ENSMUSG00000022816",0.00240544160684656,519.263510401486,0.386,1,1,"Fstl1","follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]"
"434","ENSMUSG00000022817",0.000593959062139345,215.950806005425,0.136,0.9,1,"Itgb5","integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]"
"435","ENSMUSG00000022822",0.00104526313294936,-77.4428149280436,0.182,0.9,1,"Abcc5","ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:MGI Symbol;Acc:MGI:1351644]"
"436","ENSMUSG00000022828",4.33339934632038e-08,80.6283427002216,0.091,1,8.66679869264077e-05,"Gtf2e1","general transcription factor II E, polypeptide 1 (alpha subunit) [Source:MGI Symbol;Acc:MGI:1921447]"
"437","ENSMUSG00000022848",0.00470124870386919,143.186263207401,0.182,0.3,1,"Slc49a4","solute carrier family 49 member 4 [Source:MGI Symbol;Acc:MGI:2387188]"
"438","ENSMUSG00000022912",0.0309633127342256,-113.496060712834,0.114,0.7,1,"Pros1","protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733]"
"439","ENSMUSG00000022914",0.050689641480563,Inf,0.545,0.9,1,"Brwd1","bromodomain and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:1890651]"
"440","ENSMUSG00000023021",0.889134033503461,85.0107761989872,0.25,0.6,1,"Cers5","ceramide synthase 5 [Source:MGI Symbol;Acc:MGI:1919199]"
"441","ENSMUSG00000023025",0.00197174566549578,-193.35969445763,0.318,1,1,"Larp4","La ribonucleoprotein domain family, member 4 [Source:MGI Symbol;Acc:MGI:2443114]"
"442","ENSMUSG00000023036",0.126217656870884,72.7160386322356,0.068,0.4,1,"Pcdhgc4","protocadherin gamma subfamily C, 4 [Source:MGI Symbol;Acc:MGI:1935203]"
"443","ENSMUSG00000023043",3.36636574682147e-11,165.983540866843,0.023,1,6.73273149364294e-08,"Krt18","keratin 18 [Source:MGI Symbol;Acc:MGI:96692]"
"444","ENSMUSG00000023044",0.102491370410723,429.161971762163,0.091,0.4,1,"Csad","cysteine sulfinic acid decarboxylase [Source:MGI Symbol;Acc:MGI:2180098]"
"445","ENSMUSG00000023067",0.000118139485562333,290.370897390673,0.205,0.9,0.236278971124666,"Cdkn1a","cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]"
"446","ENSMUSG00000023072",0.00172886505055545,46.1510950917109,0.614,0.9,1,"Cep89","centrosomal protein 89 [Source:MGI Symbol;Acc:MGI:1919390]"
"447","ENSMUSG00000023087",0.194514671208217,Inf,0.636,1,1,"Noct","nocturnin [Source:MGI Symbol;Acc:MGI:109382]"
"448","ENSMUSG00000023089",0.0619893486117915,Inf,0.614,1,1,"Ndufa5","NADH:ubiquinone oxidoreductase subunit A5 [Source:MGI Symbol;Acc:MGI:1915452]"
"449","ENSMUSG00000023175",0.0351536653811323,Inf,0.841,0.9,1,"Bsg","basigin [Source:MGI Symbol;Acc:MGI:88208]"
"450","ENSMUSG00000023259",8.03953279640135e-09,-91.784115646464,0,0.9,1.60790655928027e-05,"Slc26a6","solute carrier family 26, member 6 [Source:MGI Symbol;Acc:MGI:2159728]"
"451","ENSMUSG00000023367",1.54478605610048e-08,286.508712643988,0.068,1,3.08957211220095e-05,"Tmem176a","transmembrane protein 176A [Source:MGI Symbol;Acc:MGI:1913308]"
"452","ENSMUSG00000023571",7.36268380104026e-07,353.961048977975,0.136,1,0.00147253676020805,"C1qtnf12","C1q and tumor necrosis factor related 12 [Source:MGI Symbol;Acc:MGI:1914639]"
"453","ENSMUSG00000023791",0.000271992974176506,34.0928299962366,0.273,1,0.543985948353013,"Pigx","phosphatidylinositol glycan anchor biosynthesis, class X [Source:MGI Symbol;Acc:MGI:1919334]"
"454","ENSMUSG00000023845",9.30127759019429e-05,5.25954620010568,0.023,0.8,0.186025551803886,"Lnpep","leucyl/cystinyl aminopeptidase [Source:MGI Symbol;Acc:MGI:2387123]"
"455","ENSMUSG00000023868",0.000114200359499929,-133.930684491323,0.091,0.2,0.228400718999859,"Pde10a","phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]"
"456","ENSMUSG00000023904",0.824421454104741,276.970481282904,0.205,0.6,1,"Hcfc1r1","host cell factor C1 regulator 1 (XPO1-dependent) [Source:MGI Symbol;Acc:MGI:2663619]"
"457","ENSMUSG00000023913",2.46057514895553e-06,Inf,0.182,1,0.00492115029791106,"Pla2g7","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]"
"458","ENSMUSG00000023919",1.81360996887055e-05,517.10869970423,0.182,1,0.0362721993774111,"Cenpq","centromere protein Q [Source:MGI Symbol;Acc:MGI:1933744]"
"459","ENSMUSG00000023921",1.03099136469239e-09,301.910274364742,0.045,1,2.06198272938479e-06,"Mmut","methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]"
"460","ENSMUSG00000023927",0.000276687788853966,-209.815036881314,0.159,0.9,0.553375577707933,"Satb1","special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]"
"461","ENSMUSG00000023940",1.43060583815885e-05,377.085680063302,0.159,1,0.028612116763177,"Sgo1","shugoshin 1 [Source:MGI Symbol;Acc:MGI:1919665]"
"462","ENSMUSG00000023960",0.000201358102767081,231.473447234752,0.159,0.2,0.402716205534162,"Enpp5","ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:1933830]"
"463","ENSMUSG00000023961",1.54893028062836e-05,0.469276797531749,0,0.2,0.0309786056125673,"Enpp4","ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:2682634]"
"464","ENSMUSG00000023992",1.03099136469239e-09,50.206745904711,0.045,1,2.06198272938479e-06,"Trem2","triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]"
"465","ENSMUSG00000024006",0.00115672255334274,Inf,0.432,1,1,"Stk38","serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]"
"466","ENSMUSG00000024030",0.823771031392335,-6.66780634998169,0.068,0.5,1,"Abcg1","ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]"
"467","ENSMUSG00000024033",1.89364339748417e-06,Inf,0.182,1,0.00378728679496834,"Rsph1","radial spoke head 1 homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1194909]"
"468","ENSMUSG00000024044",0.0733089539294565,456.898776040015,0.114,0.4,1,"Epb41l3","erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008]"
"469","ENSMUSG00000024048",0.00555170096628072,131.109253467396,0.386,1,1,"Myl12a","myosin, light chain 12A, regulatory, non-sarcomeric [Source:MGI Symbol;Acc:MGI:1914518]"
"470","ENSMUSG00000024052",7.41541254300969e-05,378.953465048869,0.114,0.9,0.148308250860194,"Lpin2","lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]"
"471","ENSMUSG00000024054",0.0248188907448562,82.6080441403961,0.364,0.9,1,"Smchd1","SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]"
"472","ENSMUSG00000024063",0.525707772916229,24.3351669394957,0.114,0.5,1,"Lbh","limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139]"
"473","ENSMUSG00000024083",0.000641179600588095,129.531588146723,0.432,1,1,"Pja2","praja ring finger ubiquitin ligase 2 [Source:MGI Symbol;Acc:MGI:2159342]"
"474","ENSMUSG00000024084",0.867310278946358,522.553181745638,0.227,0.6,1,"Qpct","glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol;Acc:MGI:1917786]"
"475","ENSMUSG00000024087",3.76825632048435e-09,Inf,0.068,1,7.53651264096869e-06,"Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]"
"476","ENSMUSG00000024109",0.00235692856468857,467.76903443476,0.523,1,1,"Nrxn1","neurexin I [Source:MGI Symbol;Acc:MGI:1096391]"
"477","ENSMUSG00000024140",0.000537399895708249,65.72444268864,0.318,1,1,"Epas1","endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]"
"478","ENSMUSG00000024168",8.50862995368213e-10,77.2867510292489,0.045,1,1.70172599073643e-06,"Tmem204","transmembrane protein 204 [Source:MGI Symbol;Acc:MGI:3039635]"
"479","ENSMUSG00000024170",0.346052416550547,159.621735638536,0.182,0.7,1,"Telo2","telomere maintenance 2 [Source:MGI Symbol;Acc:MGI:1918968]"
"480","ENSMUSG00000024182",2.64570553600471e-08,-14.7420492630404,0.091,1,5.29141107200941e-05,"Axin1","axin 1 [Source:MGI Symbol;Acc:MGI:1096327]"
"481","ENSMUSG00000024194",0.00918170389326703,439.209359343343,0.318,1,1,"Cuta","cutA divalent cation tolerance homolog [Source:MGI Symbol;Acc:MGI:1914925]"
"482","ENSMUSG00000024212",0.00501626946757424,173.629660698718,0.068,0.3,1,"Mllt1","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1 [Source:MGI Symbol;Acc:MGI:1927238]"
"483","ENSMUSG00000024222",0.0245099557342374,245.996538078868,0.045,0.7,1,"Fkbp5","FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]"
"484","ENSMUSG00000024235",1.05779849221915e-06,-192.179153142818,0.045,0.9,0.00211559698443831,"Map3k8","mitogen-activated protein kinase kinase kinase 8 [Source:MGI Symbol;Acc:MGI:1346878]"
"485","ENSMUSG00000024238",0.546900936277341,-111.245269558355,0.409,0.5,1,"Zeb1","zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]"
"486","ENSMUSG00000024261",5.51479101636064e-05,538.318509127208,0.205,0.9,0.110295820327213,"Syt4","synaptotagmin IV [Source:MGI Symbol;Acc:MGI:101759]"
"487","ENSMUSG00000024271",0.000136463216604573,Inf,0.25,0.2,0.272926433209145,"Elp2","elongator acetyltransferase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1889642]"
"488","ENSMUSG00000024290",0.00084057443207943,-20.1084724827144,0.318,1,1,"Rock1","Rho-associated coiled-coil containing protein kinase 1 [Source:MGI Symbol;Acc:MGI:107927]"
"489","ENSMUSG00000024294",0.757245622756556,136.771011283644,0.295,0.6,1,"Mib1","mindbomb E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2443157]"
"490","ENSMUSG00000024302",0.00013262522520397,292.84346088972,0.114,0.2,0.265250450407941,"Dtna","dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039]"
"491","ENSMUSG00000024312",3.36636574682147e-11,31.7245501791141,0.023,1,6.73273149364294e-08,"Wdr46","WD repeat domain 46 [Source:MGI Symbol;Acc:MGI:1931871]"
"492","ENSMUSG00000024357",0.732750286832432,-36.0716917975722,0.068,0.5,1,"Sil1","endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1932040]"
"493","ENSMUSG00000024360",0.0175867352916374,258.226313439224,0.409,1,1,"Etf1","eukaryotic translation termination factor 1 [Source:MGI Symbol;Acc:MGI:2385071]"
"494","ENSMUSG00000024381",0.00555170096628072,506.726006208265,0.386,1,1,"Bin1","bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]"
"495","ENSMUSG00000024395",0.122058371119679,62.5518821955141,0.091,0.4,1,"Lims2","LIM and senescent cell antigen like domains 2 [Source:MGI Symbol;Acc:MGI:2385067]"
"496","ENSMUSG00000024397",3.36636574682147e-11,-0.379536306320092,0.023,1,6.73273149364294e-08,"Aif1","allograft inflammatory factor 1 [Source:MGI Symbol;Acc:MGI:1343098]"
"497","ENSMUSG00000024420",0.000119019913085783,136.652057904529,0.136,0.2,0.238039826171565,"Zfp521","zinc finger protein 521 [Source:MGI Symbol;Acc:MGI:95459]"
"498","ENSMUSG00000024427",0.00403226110274653,116.93856482622,0.091,0.8,1,"Spry4","sprouty RTK signaling antagonist 4 [Source:MGI Symbol;Acc:MGI:1345144]"
"499","ENSMUSG00000024431",0.441305220944069,181.735526118425,0.205,0.5,1,"Nr3c1","nuclear receptor subfamily 3, group C, member 1 [Source:MGI Symbol;Acc:MGI:95824]"
"500","ENSMUSG00000024446",4.41019559195882e-05,189.877740327119,0.205,1,0.0882039118391763,"Rpp21","ribonuclease P 21 subunit [Source:MGI Symbol;Acc:MGI:1914926]"
"501","ENSMUSG00000024451",5.38965925864949e-09,549.18879073367,0.068,1,1.0779318517299e-05,"Arap3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2147274]"
"502","ENSMUSG00000024457",0.000369392148316036,Inf,0.25,1,0.738784296632073,"Trim26","tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056]"
"503","ENSMUSG00000024479",0.0137689940491861,3.97740741736527,0.045,0.7,1,"Mal2","mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]"
"504","ENSMUSG00000024483",0.000425505489836168,434.065876628115,0.295,0.2,0.851010979672336,"Ankhd1","ankyrin repeat and KH domain containing 1 [Source:MGI Symbol;Acc:MGI:1921733]"
"505","ENSMUSG00000024511",0.0337497904999996,14.2139270669864,0.068,0.7,1,"Rab27b","RAB27B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1931295]"
"506","ENSMUSG00000024517",4.95003305344497e-10,23.1701997717641,0.068,1,9.90006610688994e-07,"Grp","gastrin releasing peptide [Source:MGI Symbol;Acc:MGI:95833]"
"507","ENSMUSG00000024542",0.000286229205284751,20.192303892443,0.136,0.9,0.572458410569502,"Cep192","centrosomal protein 192 [Source:MGI Symbol;Acc:MGI:1918049]"
"508","ENSMUSG00000024592",2.7536917002961e-05,-62.1227948493211,0.023,0.2,0.0550738340059221,"C330018D20Rik","RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672]"
"509","ENSMUSG00000024598",3.1083089117766e-06,241.746928981336,0.159,1,0.00621661782355319,"Fbn2","fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]"
"510","ENSMUSG00000024620",3.36636574682147e-11,215.253744610472,0.023,1,6.73273149364294e-08,"Pdgfrb","platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]"
"511","ENSMUSG00000024621",1.03099136469239e-09,22.0867795267858,0.045,1,2.06198272938479e-06,"Csf1r","colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]"
"512","ENSMUSG00000024640",0.776125465973006,40.4703765067342,0.295,0.6,1,"Psat1","phosphoserine aminotransferase 1 [Source:MGI Symbol;Acc:MGI:2183441]"
